Id,Model,Price,Age_08_04,KM,HP,cc,Doors,Cylinders,Gears,Weight,Quarterly_Tax
1091,TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7950,79,131500,72,2000,5,4,5,1140,185
1092,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,131307,110,1600,3,4,5,1050,69
1093,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,74,130025,110,1600,3,4,5,1050,69
1094,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,6500,78,130000,86,1300,5,4,5,1015,19
1095,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7250,77,128960,110,1600,5,4,5,1070,85
1096,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,80,128351,110,1600,5,4,5,1070,85
1097,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8250,73,128006,110,1600,3,4,5,1050,69
1098,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7250,71,127159,72,2000,3,4,5,1115,185
1099,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5250,72,126478,110,1600,4,4,5,1035,69
1100,TOYOTA Corolla 1.6 HB Terra 4/5-Doors,7900,77,126000,110,1600,5,4,5,1050,69
1101,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,76,125778,110,1600,3,4,5,1050,69
1102,TOYOTA Corolla 1.6i-16 SPORTS TC 2/3-Doors,7900,75,125400,110,1600,3,4,5,1050,69
1103,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7250,74,124910,72,2000,5,4,5,1135,185
1104,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8450,70,124743,110,1600,3,4,5,1050,69
1105,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,76,124591,110,1600,5,4,5,1075,85
1106,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,124057,110,1600,3,4,5,1050,69
1107,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6450,72,123403,110,1600,3,4,5,1050,69
1108,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6650,75,123104,110,1600,5,4,5,1070,85
1109,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,123077,86,1300,3,4,5,1015,69
1110,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,7250,80,122820,86,1300,5,4,5,1040,69
1111,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,77,122290,110,1600,3,4,5,1050,69
1112,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,74,121900,110,1600,4,4,5,1035,69
1113,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7250,77,121545,110,1600,5,4,5,1070,85
1114,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8250,71,120474,72,2000,3,4,5,1115,185
1115,TOYOTA Corolla 2.0 LB LINEA TERRA DSL 4/5-Doors,8950,76,120263,72,2000,5,4,5,1135,64
1116,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,74,120196,110,1600,3,4,5,1050,69
1117,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,71,120000,110,1600,5,4,5,1085,85
1118,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7750,78,120000,110,1600,5,4,5,1075,85
1119,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5750,73,115877,110,1600,4,4,5,1035,69
1120,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6900,76,115345,110,1600,5,4,5,1070,85
1121,TOYOTA Corolla 1.6 HATCHBACK 2/3-Doors,6500,71,115157,110,1600,3,4,5,1050,69
1122,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,6500,78,115000,107,1600,5,4,5,1100,85
1123,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,7600,77,114258,86,1300,5,4,5,1050,69
1124,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,73,112963,72,2000,5,4,5,1135,185
1125,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7450,74,112307,110,1600,5,4,5,1070,85
1126,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7350,72,112000,86,1300,3,4,5,1015,69
1127,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7750,73,111602,86,1300,3,4,5,1015,69
1128,TOYOTA Corolla 1.6 Linea Terra / Keuze uit 700 occasions 2/3-Doors,7460,80,111392,110,1598,3,4,5,1083,197
1129,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9250,76,110901,110,1600,5,4,5,1085,85
1130,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7250,80,110887,110,1600,3,4,5,1055,85
1131,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,6500,72,110634,86,1300,3,4,5,1015,69
1132,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,6800,80,110000,110,1600,4,4,5,1035,69
1133,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8700,75,109540,110,1600,5,4,5,1085,85
1134,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,78,109263,110,1600,5,4,5,1070,85
1135,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,71,107516,110,1600,3,4,5,1050,69
1136,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,73,107108,110,1600,3,4,5,1050,69
1137,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,75,107000,110,1600,3,4,5,1050,69
1138,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6640,74,106250,110,1600,5,4,5,1070,85
1139,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8750,71,106150,86,1300,3,4,5,1015,19
1140,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7750,72,106108,110,1600,3,4,5,1050,69
1141,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5950,72,105856,86,1300,3,4,5,1015,69
1142,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,77,105152,86,1300,3,4,5,1015,69
1143,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6500,80,105135,110,1600,3,4,5,1050,69
1144,TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,8750,76,104344,110,1600,3,4,5,1050,69
1145,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,74,104150,110,1600,3,4,5,1050,69
1146,TOYOTA Corolla 1.3 16V HATCHB 2/3-Doors,6750,74,104000,86,1300,3,4,5,1010,69
1147,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,73,103121,86,1300,5,4,5,1035,69
1148,TOYOTA Corolla 1.3 Linea Terra 3 drs 2/3-Doors,7950,80,102300,86,1300,3,4,5,1015,69
1149,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,8950,75,102005,107,1600,5,4,5,1105,85
1150,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,77,102000,86,1300,3,4,5,1015,69
1151,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6450,75,101855,110,1600,5,4,5,1070,85
1152,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,74,101773,110,1600,3,4,5,1050,69
1153,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8450,75,101159,110,1600,5,4,5,1085,85
1154,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,6750,74,101000,86,1300,3,4,5,1015,19
1155,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,8050,74,100732,86,1300,4,4,5,1030,69
1156,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,79,100719,110,1600,5,4,5,1070,85
1157,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,78,100487,110,1600,4,4,5,1035,69
1158,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,80,100458,110,1600,5,4,5,1085,85
1159,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7795,75,100192,110,1600,3,4,5,1050,69
1160,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6490,80,100123,110,1600,3,4,5,1050,69
1161,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,73,99971,110,1600,3,4,5,1050,69
1162,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6425,79,99397,86,1300,5,4,5,1035,69
1163,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8950,69,99374,86,1300,5,4,5,1035,69
1164,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,6950,72,99245,110,1600,5,4,5,1114,19
1165,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8750,79,98742,110,1600,5,4,5,1085,85
1166,TOYOTA Corolla 1.6 16V S-uitvoering 2/3-Doors,8450,71,98154,110,1600,3,4,5,1050,69
1167,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,7950,77,98000,110,1600,5,4,5,1065,19
1168,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,80,97548,86,1300,5,4,5,1035,69
1169,TOYOTA Corolla 1.6 LINEA TERRA 4/5-Doors,8900,78,97534,110,1600,5,4,5,1070,85
1170,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8950,73,97494,110,1600,5,4,5,1085,85
1171,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8900,73,97085,110,1600,5,4,5,1085,85
1172,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,7950,69,97000,110,1600,4,4,5,1035,69
1173,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6495,74,96302,86,1300,3,4,5,1015,69
1174,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,78,96000,86,1300,3,4,5,1015,69
1175,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9250,74,96000,110,1600,5,4,5,1085,85
1176,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6650,78,95909,110,1600,5,4,5,1070,85
1177,TOYOTA Corolla 1.6 Terra Stationwagen,6990,79,95700,110,1600,5,4,5,1085,85
1178,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,78,95651,110,1600,5,4,5,1070,85
1179,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6950,79,95000,86,1300,5,4,5,1035,69
1180,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,80,94447,110,1600,3,4,5,1050,69
1181,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9950,80,94079,110,1600,5,4,5,1085,85
1182,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,9250,80,93841,110,1600,5,4,5,1070,85
1183,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7200,79,93090,86,1300,5,4,5,1035,69
1184,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,72,93066,110,1600,5,4,5,1075,85
1185,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,8950,79,93039,110,1600,3,4,5,1050,69
1186,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,77,93000,110,1600,5,4,5,1075,85
1187,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6250,80,92830,86,1300,3,4,5,1015,69
1189,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,9900,80,92255,107,1600,5,4,5,1105,85
1190,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7300,80,92096,86,1300,5,4,5,1035,69
1191,TOYOTA Corolla 1.3 Linea Luna Hatchback 2/3-Doors,8950,72,91921,86,1300,3,4,5,1020,69
1192,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,6500,70,91900,86,1300,3,4,5,1015,69
1193,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,78,91399,110,1600,5,4,5,1070,85
1194,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,75,91082,110,1600,3,4,5,1050,69
1195,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,71,90370,86,1300,5,4,5,1035,69
1196,TOYOTA Corolla 1.3i-16v Linea Terra 5d 4/5-Doors,8500,78,90345,86,1300,5,4,5,1035,69
1197,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,90305,86,1300,3,4,5,1015,69
1198,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,7950,78,90011,86,1300,3,4,5,1045,69
1199,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,77,90000,86,1300,3,4,5,1015,69
1200,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8450,70,89983,110,1600,3,4,5,1055,85
1201,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,7500,78,89953,110,1600,5,4,5,1114,19
1202,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8750,74,89800,72,2000,3,4,5,1115,185
1203,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,79,89739,86,1300,5,4,5,1035,69
1204,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,76,89520,110,1600,3,4,5,1050,69
1205,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,75,89507,86,1300,3,4,5,1015,69
1206,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9200,69,89096,110,1600,5,4,5,1085,85
1207,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,74,88700,110,1600,3,4,5,1050,69
1208,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7850,72,88500,110,1600,5,4,5,1075,85
1209,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6950,73,88186,72,2000,3,4,5,1115,185
1210,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7200,75,88000,110,1600,3,4,5,1050,69
1211,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7450,78,87743,110,1600,3,4,5,1055,85
1212,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,75,87613,86,1300,3,4,5,1015,69
1213,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,73,87358,110,1600,3,4,5,1050,69
1214,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7450,72,87083,110,1600,4,4,5,1035,69
1215,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,70,87000,110,1600,4,4,5,1035,69
1216,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7250,78,87000,110,1600,4,4,5,1035,69
1217,TOYOTA Corolla 1.3 3D Linea Terra 2/3-Doors,7950,73,87000,86,1300,3,4,5,1015,69
1218,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,80,87000,86,1300,3,4,5,1015,69
1219,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,72,86860,110,1600,5,4,5,1075,85
1220,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,6750,80,86109,110,1600,3,4,5,1055,85
1221,TOYOTA Corolla 1.3 16V LB Linea Luna 4/5-Doors,8750,79,86000,86,1300,5,4,5,1040,69
1222,TOYOTA Corolla 1.6 HB LINEA LUNA 2/3-Doors,8950,80,86000,110,1600,3,4,5,1050,19
1223,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8500,70,85864,72,2000,5,4,5,1135,185
1224,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,80,85565,110,1600,5,4,5,1070,85
1225,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,9450,70,85470,107,1600,3,4,5,1080,85
1226,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,73,85200,110,1600,3,4,5,1050,69
1227,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7900,70,85000,110,1600,3,4,5,1055,85
1228,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8500,73,84988,110,1600,3,4,5,1050,69
1229,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,79,84966,110,1600,5,4,5,1070,85
1230,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,76,84472,110,1600,5,4,5,1070,85
1231,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,73,84402,110,1600,4,4,5,1035,69
1232,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,84123,110,1600,3,4,5,1050,69
1233,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,6950,80,84000,110,1600,5,4,5,1075,85
1234,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,7250,78,84000,110,1600,5,4,5,1065,19
1235,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,7750,77,84000,110,1600,5,4,5,1085,85
1236,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8700,75,83850,110,1600,3,4,5,1055,85
1237,TOYOTA Corolla LIFTBACK 1.6 Linea Terra Liftback 4/5-Doors,8950,80,83540,110,1600,5,4,5,1070,85
1238,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6750,76,83405,110,1600,5,4,5,1070,85
1239,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,71,83291,110,1600,5,4,5,1070,85
1240,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,69,83133,86,1300,3,4,5,1015,69
1241,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,71,83047,86,1300,3,4,5,1045,69
1242,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,71,82700,110,1600,3,4,5,1050,69
1243,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,78,82675,86,1300,3,4,5,1015,69
1244,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,5950,78,82595,86,1300,3,4,5,1015,19
1245,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,75,82256,110,1600,3,4,5,1050,69
1246,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,82103,86,1300,3,4,5,1015,69
1247,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,80,82021,86,1300,5,4,5,1035,69
1248,TOYOTA Corolla 1.6 Linea Luna 4/5-Doors,8950,71,82000,110,1600,5,4,5,1075,85
1249,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7495,79,81988,110,1600,5,4,5,1070,85
1250,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,76,81930,110,1600,5,4,5,1070,85
1251,TOYOTA Corolla 1.6 VVTi Linea terra 2/3-Doors,6950,70,81663,110,1600,3,4,5,1050,69
1252,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7990,77,80486,110,1600,5,4,5,1070,85
1253,TOYOTA Corolla 1.6 16v Linea Terra 4/5-Doors,7250,78,80000,110,1600,4,4,5,1065,19
1254,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6900,69,79000,86,1300,3,4,5,1015,69
1255,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,74,78894,110,1600,5,4,5,1070,85
1256,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7250,78,78689,110,1600,4,4,5,1035,69
1257,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,77,78435,86,1300,3,4,5,1015,69
1258,TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors,8500,71,78260,110,1600,3,4,5,1050,69
1259,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,72,78120,110,1600,5,4,5,1075,85
1260,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,6950,77,77000,86,1300,3,4,5,1015,19
1261,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,8000,78,77000,110,1600,3,4,5,1050,69
1262,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7950,75,76382,110,1600,3,4,5,1055,85
1263,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,76,76268,86,1300,3,4,5,1015,69
1264,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7490,73,76151,86,1300,3,4,5,1015,69
1265,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,8250,80,76000,110,1600,3,4,5,1050,69
1266,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,71,76000,110,1600,5,4,5,1070,85
1267,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,72,75840,86,1300,5,4,5,1035,69
1268,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,9500,77,75799,110,1600,3,4,5,1050,19
1269,TOYOTA Corolla 1.6 Linea Terra Comfort H 2/3-Doors,8950,72,75525,110,1600,3,4,5,1114,19
1270,TOYOTA Corolla 1.3 Linea Terra wagon Stationwagen,8450,78,75323,86,1300,5,4,5,1050,69
1271,TOYOTA Corolla 1.6 station 1 Stationwagen,7995,79,75322,110,1600,4,4,5,1115,85
1272,TOYOTA Corolla 1.6 Linea Terra Sd 4/5-Doors,8750,78,75226,110,1600,4,4,5,1035,69
1273,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,5950,71,75085,86,1300,5,4,5,1035,69
1274,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,73,75000,110,1600,5,4,5,1075,85
1275,TOYOTA Corolla 1.3 16V Linea Terra 4/5-Doors,8950,69,75000,86,1300,4,4,5,1000,69
1276,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8750,69,75000,86,1300,4,4,5,1000,69
1277,TOYOTA Corolla LIFTBACK 1.6 Linea Luna Liftback 4/5-Doors,7600,78,74926,110,1600,5,4,5,1075,85
1278,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7145,80,74785,110,1600,5,4,5,1070,85
1279,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8450,69,74573,110,1600,5,4,5,1085,85
1280,TOYOTA Corolla 1.3i LINEA TERRA 2/3-Doors,5950,75,74567,86,1300,3,4,5,1015,19
1281,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9000,80,74196,110,1600,5,4,5,1075,85
1282,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,80,74151,110,1600,3,4,5,1050,69
1283,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7400,75,74096,110,1600,3,4,5,1050,69
1284,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8800,79,74093,110,1600,5,4,5,1075,85
1285,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,71,74000,110,1600,3,4,5,1050,69
1286,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,75,74000,86,1300,3,4,5,1015,69
1287,TOYOTA Corolla 1.3 SDN LINEA TERRA AUT 4/5-Doors,8450,78,73638,86,1300,4,4,5,1015,19
1288,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7400,75,73460,110,1600,5,4,5,1070,85
1289,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,80,73200,110,1600,5,4,5,1070,85
1290,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,76,73116,110,1600,5,4,5,1075,85
1291,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,70,73014,110,1600,5,4,5,1075,85
1292,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,77,72703,110,1600,3,4,5,1050,69
1293,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,79,72328,110,1600,5,4,5,1075,85
1294,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,78,72222,110,1600,5,4,5,1070,85
1295,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,8950,71,72128,107,1600,5,4,5,1100,85
1296,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,78,72090,110,1600,5,4,5,1070,85
1297,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,78,72000,110,1600,4,4,5,1035,69
1298,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7950,78,72000,110,1600,3,4,5,1055,85
1299,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,77,71900,86,1300,3,4,5,1015,69
1300,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,77,71825,110,1600,5,4,5,1075,85
1301,TOYOTA Corolla 1.6 Terra LB 4/5-Doors,6950,80,71740,110,1600,5,4,5,1070,85
1302,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7500,80,71500,110,1600,4,4,5,1035,69
1303,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,79,71359,110,1600,3,4,5,1050,69
1304,TOYOTA Corolla 1.3 16v linea terra,5950,79,71263,86,1300,3,4,5,1015,69
1305,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,78,71186,110,1600,3,4,5,1050,69
1306,TOYOTA Corolla 1.3 Linea Terra Hatchback 2/3-Doors,8950,72,71054,86,1300,3,4,5,1045,69
1307,TOYOTA Corolla 1.6 VVTi Linea terra 2/3-Doors,7950,76,71000,110,1600,3,4,5,1050,69
